trade_id,entry_date,entry_vf75,strike,entry_mid,expiry,exit_date,exit_vf75,exit_mid,days_held,roi_pct,exit_reason,sd84_at_entry,sl_used,notes
1,2026-07-21,20.113,22,2.74,2026-10-21,2026-08-18,19.948,1.99,28,-27.37,MACD_DECAY,1.4655,38.0,
