Date,VX60d,VX90d,VF75,VVIX,VIX,sigma_now,ema63,macd,roll_mu,roll_sd,roll_rank,roc_3m,roc_1m,vix_spread,spike_level,atr10,vf75_change_10d_atr
2018-06-29,16.45,16.825,16.6375,105.97000122070312,16.09000015258789,1.0597000122070312,15.99030476633675,0.5800920844062105,16.763583333333333,1.488307025572821,0.4096385542168674,-15.031995464968418,2.994341888595864,-0.5474998474121087,19.74019738447897,0.3695400000000003,5.719002002489573
2018-07-02,16.4375,16.8321,16.6348,104.8000030517578,15.600000381469728,1.048000030517578,16.010445242388727,0.5272924381111146,16.745875,1.4807761340752787,0.4096385542168674,-13.968462481316946,7.227207095709565,-1.034799618530272,19.70742726815056,0.3627600000000003,6.012790825890387
2018-07-03,16.8143,17.125,16.9696,108.5,16.139999389648438,1.085,16.04041882856408,0.5357834765086267,16.736852380952378,1.4770271249457567,0.5421686746987951,-10.661865352622836,12.373270821330884,-0.8296006103515623,19.69090663084389,0.3440300000000004,5.795715489928197
2018-07-05,16.2464,16.725,16.4857,103.22000122070312,14.970000267028809,1.0322000122070312,16.05433386517145,0.4229505709972692,16.719607142857143,1.471323364962867,0.4096385542168674,-11.470964138805051,10.151405815693826,-1.5156997329711928,19.66225387278288,0.3832800000000002,4.178146524733878
2018-07-06,15.7804,16.3429,16.0616,95.73999786376952,13.369999885559082,0.9573999786376952,16.054560931884843,0.2575531692290056,16.698805952380955,1.4680855553801655,0.3493975903614458,-16.96384719974772,9.867228488757853,-2.6916001144409165,19.634977063141285,0.3665100000000004,1.5975007503205838
2018-07-09,14.9679,15.6107,15.2893,94.16000366210938,12.6899995803833,0.9416000366210936,16.03064652776344,0.0036711696838516,16.672490476190475,1.4733569023952937,0.2409638554216867,-21.59494164222272,3.657676714260538,-2.5993004196167,19.619204280981062,0.4260900000000001,-0.0241732967213478
2018-07-10,14.7589,15.4161,15.0875,91.95999908447266,12.640000343322754,0.9195999908447264,16.001173198770832,-0.1800171714697516,16.65379523809524,1.4834728448551977,0.1927710843373494,-21.410675125925227,1.91158093822823,-2.4474996566772464,19.620740927805635,0.3355200000000001,-3.932999523128275
2018-07-11,15.1964,15.7679,15.4821,104.5,13.630000114440918,1.045,15.984952161309243,-0.2012477868208702,16.63602261904762,1.4885125349930888,0.3253012048192771,-20.09238709677419,5.093063984034552,-1.852099885559083,19.613047689033795,0.3681100000000002,-2.3262068403466314
2018-07-12,14.8143,15.4625,15.1384,100.81999969482422,12.579999923706056,1.0081999969482422,15.958497406268329,-0.2692630057443246,16.611216666666667,1.495971589417834,0.2289156626506024,-19.370233073416,2.7342132944250253,-2.558400076293946,19.603159845502336,0.3341800000000002,-5.634687892752402
2018-07-13,14.6893,15.3464,15.0179,99.80999755859376,12.18000030517578,0.9980999755859375,15.929103737322444,-0.318259178188951,16.58152976190476,1.502617035578101,0.1686746987951807,-18.18578020385595,0.4783760638013001,-2.837899694824218,19.586763833060964,0.3207000000000006,-5.4512004989086345
2018-07-16,14.7679,15.4554,15.1116,100.9499969482422,12.829999923706056,1.0094999694824218,15.903556745531116,-0.3132541730054523,16.55701666666667,1.5096688671339529,0.2409638554216867,-14.778283452044594,3.6340070087849785,-2.281600076293945,19.576354400934576,0.3172100000000004,-4.810377983039621
